Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,WCA Round,Census Year,Unit,Value,Flag,Flag Description,Note
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","270030","Holdings with land size 0-<1","1990","1993","No","13955905","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","270030","Holdings with land size 0-<1","2000","2003","No","18606642","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","270030","Holdings with land size 0-<1","2010","2013","No","19339055","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","270031","Holdings with land size 1-<2","1960","1963","No","2222941","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","270031","Holdings with land size 1-<2","1970","1973","No","2597636","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","270031","Holdings with land size 1-<2","1990","1993","No","3312218","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","270031","Holdings with land size 1-<2","2000","2003","No","3460406","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","270031","Holdings with land size 1-<2","2010","2013","No","3648448","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","270032","Holdings with land size 2-<3","2010","2013","No","1584732","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","270033","Holdings with land size 2-<5","1960","1963","No","1124147","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","270033","Holdings with land size 2-<5","1970","1973","No","1353483","A","Official figure","Household sector."
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","270033","Holdings with land size 2-<5","1990","1993","No","2175575","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","270033","Holdings with land size 2-<5","2000","2003","No","2801627","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","270034","Holdings with land size 3-<4","2010","2013","No","633259","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","270035","Holdings with land size 4-<5","2010","2013","No","358040","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","270036","Holdings with land size 5-<10","1960","1963","No","222095","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","270036","Holdings with land size 5-<10","1970","1973","No","223604","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","270036","Holdings with land size 5-<10","1990","1993","No","232200","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","270036","Holdings with land size 5-<10","2010","2013","No","451460","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","270037","Holdings with land size 10-<20","1960","1963","No","68963","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","270037","Holdings with land size 10-<20","1970","1973","No","83764","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","270037","Holdings with land size 10-<20","1990","1993","No","37908","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","270037","Holdings with land size 10-<20","2010","2013","No","94898","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","270038","Holdings with land size 20-<50","1960","1963","No","21568","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","270038","Holdings with land size 20-<50","2010","2013","No","21113","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","270039","Holdings with land size 50-<100","2010","2013","No","3328","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","2700300","Holdings with land size 100-<200","1960","1963","No","166","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","2700300","Holdings with land size 100-<200","2010","2013","No","1136","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","2700301","Holdings with land size 200-<500","1960","1963","No","269","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","2700302","Holdings with land size 500-<1000","1960","1963","No","181","A","Official figure",""
"WCAD","Structural data from agricultural censuses","360","Indonesia","60850","Number","2700304","Holdings with land size >=1000","1960","1963","No","504","A","Official figure",""
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270066","Holdings without land","2010","2014","No","673058","A","Official figure",""
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270030","Holdings with land size 0-<1","1960","1960","No","492306","A","Official figure",""
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270030","Holdings with land size 0-<1","1990","1993","No","1662040","A","Official figure","Cropland area"
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270030","Holdings with land size 0-<1","2000","2003","No","2056727","A","Official figure","Cropland area"
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270030","Holdings with land size 0-<1","2010","2014","No","1238159","A","Official figure",""
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270031","Holdings with land size 1-<2","1960","1960","No","256496","A","Official figure",""
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270031","Holdings with land size 1-<2","1990","1993","No","423150","A","Official figure","Cropland area"
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270031","Holdings with land size 1-<2","2000","2003","No","522956","A","Official figure","Cropland area"
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270031","Holdings with land size 1-<2","2010","2014","No","389346","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270032","Holdings with land size 2-<3","2010","2014","No","338798","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270033","Holdings with land size 2-<5","1960","1960","No","474457","A","Official figure",""
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270033","Holdings with land size 2-<5","1990","1993","No","658330","A","Official figure","Cropland area"
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270033","Holdings with land size 2-<5","2000","2003","No","797006","A","Official figure","Cropland area"
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270034","Holdings with land size 3-<4","2010","2014","No","292727","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270035","Holdings with land size 4-<5","2010","2014","No","255350","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270036","Holdings with land size 5-<10","1960","1960","No","340037","A","Official figure",""
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270036","Holdings with land size 5-<10","1990","1993","No","433550","A","Official figure","Cropland area"
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270036","Holdings with land size 5-<10","2000","2003","No","491156","A","Official figure","Cropland area"
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270036","Holdings with land size 5-<10","2010","2014","No","326630","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270037","Holdings with land size 10-<20","1960","1960","No","223757","A","Official figure",""
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270037","Holdings with land size 10-<20","1990","1993","No","273940","A","Official figure","Cropland area"
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270037","Holdings with land size 10-<20","2000","2003","No","295179","A","Official figure","Cropland area"
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270037","Holdings with land size 10-<20","2010","2014","No","354069","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270038","Holdings with land size 20-<50","1960","1960","No","77714","A","Official figure",""
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270038","Holdings with land size 20-<50","1990","1993","No","124420","A","Official figure","Cropland area"
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270038","Holdings with land size 20-<50","2000","2003","No","135649","A","Official figure","Cropland area"
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270038","Holdings with land size 20-<50","2010","2014","No","129265","A","Official figure",""
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270039","Holdings with land size 50-<100","1960","1960","No","8446","A","Official figure",""
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270039","Holdings with land size 50-<100","1990","1993","No","20650","A","Official figure","Cropland area"
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270039","Holdings with land size 50-<100","2000","2003","No","24576","A","Official figure","Cropland area"
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","270039","Holdings with land size 50-<100","2010","2014","No","35065","A","Official figure",""
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","2700300","Holdings with land size 100-<200","1960","1960","No","2647","A","Official figure",""
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","2700300","Holdings with land size 100-<200","1990","1993","No","5160","A","Official figure","Cropland area"
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","2700300","Holdings with land size 100-<200","2000","2003","No","6723","A","Official figure","Cropland area"
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","2700301","Holdings with land size 200-<500","1960","1960","No","1123","A","Official figure",""
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","2700301","Holdings with land size 200-<500","1990","1993","No","1710","A","Official figure","Cropland area"
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","2700301","Holdings with land size 200-<500","2000","2003","No","2021","A","Official figure","Cropland area"
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","2700302","Holdings with land size 500-<1000","1960","1960","No","316","A","Official figure",""
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","2700302","Holdings with land size 500-<1000","2000","2003","No","312","A","Official figure","Cropland area"
"WCAD","Structural data from agricultural censuses","364","Iran (Islamic Republic of)","60850","Number","2700304","Holdings with land size >=1000","2000","2003","No","118","A","Official figure","Cropland area"
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","270066","Holdings without land","1970","1971","No","52021","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","270030","Holdings with land size 0-<1","1950","1952","No","24270","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","270030","Holdings with land size 0-<1","1960","1958/59","No","73110","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","270030","Holdings with land size 0-<1","1970","1971","No","67225","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","270031","Holdings with land size 1-<2","1950","1952","No","8332","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","270031","Holdings with land size 1-<2","1960","1958/59","No","30187","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","270031","Holdings with land size 1-<2","1970","1971","No","64873","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","270033","Holdings with land size 2-<5","1950","1952","No","17517","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","270033","Holdings with land size 2-<5","1960","1958/59","No","40719","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","270033","Holdings with land size 2-<5","1970","1971","No","108315","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","270036","Holdings with land size 5-<10","1950","1952","No","15923","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","270036","Holdings with land size 5-<10","1960","1958/59","No","30945","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","270036","Holdings with land size 5-<10","1970","1971","No","126718","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","270037","Holdings with land size 10-<20","1950","1952","No","19402","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","270037","Holdings with land size 10-<20","1960","1958/59","No","30882","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","270037","Holdings with land size 10-<20","1970","1971","No","109671","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","270038","Holdings with land size 20-<50","1950","1952","No","23954","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","270038","Holdings with land size 20-<50","1960","1958/59","No","29675","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","270038","Holdings with land size 20-<50","1970","1971","No","53052","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","270039","Holdings with land size 50-<100","1950","1952","No","7915","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","270039","Holdings with land size 50-<100","1960","1958/59","No","9012","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","270039","Holdings with land size 50-<100","1970","1971","No","5808","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","2700300","Holdings with land size 100-<200","1950","1952","No","3458","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","2700300","Holdings with land size 100-<200","1960","1958/59","No","3662","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","2700300","Holdings with land size 100-<200","1970","1971","No","1952","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","2700301","Holdings with land size 200-<500","1950","1952","No","2357","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","2700301","Holdings with land size 200-<500","1960","1958/59","No","2582","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","2700301","Holdings with land size 200-<500","1970","1971","No","1090","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","2700302","Holdings with land size 500-<1000","1950","1952","No","988","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","2700302","Holdings with land size 500-<1000","1960","1958/59","No","1293","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","2700302","Holdings with land size 500-<1000","1970","1971","No","453","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","2700304","Holdings with land size >=1000","1950","1952","No","929","A","Official figure",""
"WCAD","Structural data from agricultural censuses","368","Iraq","60850","Number","2700304","Holdings with land size >=1000","1960","1958/59","No","1187","A","Official figure",""
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270066","Holdings without land","2010","2010","No","130","A","Official figure","Holdings without UAA"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270030","Holdings with land size 0-<1","1930","1929","No","70385","A","Official figure",""
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270030","Holdings with land size 0-<1","1950","1949","No","68726","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270030","Holdings with land size 0-<1","1960","1960","No","82574","A","Official figure",""
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270030","Holdings with land size 0-<1","1990","1991","No","1530","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270030","Holdings with land size 0-<1","2010","2010","No","728","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270030","Holdings with land size 0-<1","2020","2020","No","422","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270031","Holdings with land size 1-<2","1930","1929","No","19330","A","Official figure",""
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270031","Holdings with land size 1-<2","1950","1949","No","18256","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270031","Holdings with land size 1-<2","1960","1960","No","10515","A","Official figure",""
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270031","Holdings with land size 1-<2","1990","1991","No","2930","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270031","Holdings with land size 1-<2","2000","2000","No","3100","A","Official figure","Agricultural area. < 2 ha"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270031","Holdings with land size 1-<2","2010","2010","No","1482","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270031","Holdings with land size 1-<2","2020","2020","No","858","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270032","Holdings with land size 2-<3","2010","2010","No","2502","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270032","Holdings with land size 2-<3","2020","2020","No","2064","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270033","Holdings with land size 2-<5","1930","1929","No","58708","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270033","Holdings with land size 2-<5","1950","1949","No","50252","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270033","Holdings with land size 2-<5","1960","1960","No","36876","A","Official figure",""
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270033","Holdings with land size 2-<5","1990","1991","No","14717","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270033","Holdings with land size 2-<5","2000","2000","No","8570","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270034","Holdings with land size 3-<4","2010","2010","No","2489","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270034","Holdings with land size 3-<4","2020","2020","No","2054","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270035","Holdings with land size 4-<5","2010","2010","No","2390","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270035","Holdings with land size 4-<5","2020","2020","No","1972","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270036","Holdings with land size 5-<10","1930","1929","No","85652","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270036","Holdings with land size 5-<10","1950","1949","No","69902","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270036","Holdings with land size 5-<10","1960","1960","No","64208","A","Official figure",""
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270036","Holdings with land size 5-<10","1990","1991","No","24134","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270036","Holdings with land size 5-<10","2000","2000","No","16740","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270036","Holdings with land size 5-<10","2010","2010","No","15750","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270036","Holdings with land size 5-<10","2020","2020","No","15920","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270037","Holdings with land size 10-<20","1930","1929","No","88293","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270037","Holdings with land size 10-<20","1950","1949","No","90491","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270037","Holdings with land size 10-<20","1960","1960","No","81745","A","Official figure",""
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270037","Holdings with land size 10-<20","1990","1991","No","48265","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270037","Holdings with land size 10-<20","2000","2000","No","34290","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270037","Holdings with land size 10-<20","2010","2010","No","33580","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270037","Holdings with land size 10-<20","2020","2020","No","30870","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270038","Holdings with land size 20-<50","1930","1929","No","58705","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270038","Holdings with land size 20-<50","1950","1949","No","59029","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270038","Holdings with land size 20-<50","1960","1960","No","64461","A","Official figure",""
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270038","Holdings with land size 20-<50","1990","1991","No","59392","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270038","Holdings with land size 20-<50","2000","2000","No","54670","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270038","Holdings with land size 20-<50","2010","2010","No","55360","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270038","Holdings with land size 20-<50","2020","2020","No","50390","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270039","Holdings with land size 50-<100","1930","1929","No","21670","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270039","Holdings with land size 50-<100","1950","1949","No","18133","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270039","Holdings with land size 50-<100","1960","1960","No","15413","A","Official figure",""
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270039","Holdings with land size 50-<100","1990","1991","No","15701","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270039","Holdings with land size 50-<100","2000","2000","No","19540","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270039","Holdings with land size 50-<100","2010","2010","No","20760","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","270039","Holdings with land size 50-<100","2020","2020","No","19760","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","2700300","Holdings with land size 100-<200","1950","1949","No","3766","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","2700300","Holdings with land size 100-<200","1960","1960","No","3565","A","Official figure",""
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","2700300","Holdings with land size 100-<200","1990","1991","No","3298","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","2700300","Holdings with land size 100-<200","2000","2000","No","4620","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","2700300","Holdings with land size 100-<200","2010","2010","No","4720","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","2700300","Holdings with land size 100-<200","2020","2020","No","5880","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","2700301","Holdings with land size 200-<500","1950","1949","No","932","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","2700301","Holdings with land size 200-<500","1960","1960","No","756","A","Official figure",""
"WCAD","Structural data from agricultural censuses","372","Ireland","60850","Number","2700301","Holdings with land size 200-<500","1990","1991","No","611","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","376","Israel","60850","Number","270066","Holdings without land","1970","1971","No","2900","A","Official figure",""
"WCAD","Structural data from agricultural censuses","376","Israel","60850","Number","270030","Holdings with land size 0-<1","1970","1971","No","4441","E","Estimated value","Interpolated data. Family holdings only."
"WCAD","Structural data from agricultural censuses","376","Israel","60850","Number","270030","Holdings with land size 0-<1","1980","1981","No","13665","A","Official figure",""
"WCAD","Structural data from agricultural censuses","376","Israel","60850","Number","270031","Holdings with land size 1-<2","1970","1971","No","6701","E","Estimated value","Interpolated data. Family holdings only."
"WCAD","Structural data from agricultural censuses","376","Israel","60850","Number","270031","Holdings with land size 1-<2","1980","1981","No","8963","A","Official figure",""
"WCAD","Structural data from agricultural censuses","376","Israel","60850","Number","270033","Holdings with land size 2-<5","1970","1971","No","12881","E","Estimated value","Interpolated data. Family holdings only."
"WCAD","Structural data from agricultural censuses","376","Israel","60850","Number","270033","Holdings with land size 2-<5","1980","1981","No","20777","A","Official figure",""
"WCAD","Structural data from agricultural censuses","376","Israel","60850","Number","270036","Holdings with land size 5-<10","1970","1971","No","2799","E","Estimated value","Interpolated data. Family holdings only."
"WCAD","Structural data from agricultural censuses","376","Israel","60850","Number","270036","Holdings with land size 5-<10","1980","1981","No","4273","A","Official figure",""
"WCAD","Structural data from agricultural censuses","376","Israel","60850","Number","270037","Holdings with land size 10-<20","1970","1971","No","704","E","Estimated value","Interpolated data. Family holdings only."
"WCAD","Structural data from agricultural censuses","376","Israel","60850","Number","270037","Holdings with land size 10-<20","1980","1981","No","2056","A","Official figure",""
"WCAD","Structural data from agricultural censuses","376","Israel","60850","Number","270038","Holdings with land size 20-<50","1970","1971","No","413","E","Estimated value","Interpolated data. Family holdings only."
"WCAD","Structural data from agricultural censuses","376","Israel","60850","Number","270038","Holdings with land size 20-<50","1980","1981","No","1012","A","Official figure",""
"WCAD","Structural data from agricultural censuses","376","Israel","60850","Number","270039","Holdings with land size 50-<100","1980","1981","No","908","A","Official figure",""
"WCAD","Structural data from agricultural censuses","380","Italy","60850","Number","270066","Holdings without land","1970","1970","No","16061","A","Official figure",""
"WCAD","Structural data from agricultural censuses","380","Italy","60850","Number","270066","Holdings without land","1980","1982","No","11650","A","Official figure",""
"WCAD","Structural data from agricultural censuses","380","Italy","60850","Number","270066","Holdings without land","1990","1990","No","5591","A","Official figure",""
"WCAD","Structural data from agricultural censuses","380","Italy","60850","Number","270066","Holdings without land","2010","2010","No","5290","A","Official figure","Holdings without UAA"
"WCAD","Structural data from agricultural censuses","380","Italy","60850","Number","270066","Holdings without land","2020","2020","No","12500","A","Official figure",""
"WCAD","Structural data from agricultural censuses","380","Italy","60850","Number","270030","Holdings with land size 0-<1","1930","1930","No","1491081","A","Official figure",""
"WCAD","Structural data from agricultural censuses","380","Italy","60850","Number","270030","Holdings with land size 0-<1","1960","1961","No","1415571","A","Official figure","Includes holdings without land"
"WCAD","Structural data from agricultural censuses","380","Italy","60850","Number","270030","Holdings with land size 0-<1","1970","1970","No","1151234","A","Official figure",""
"WCAD","Structural data from agricultural censuses","380","Italy","60850","Number","270030","Holdings with land size 0-<1","1980","1982","No","1034940","A","Official figure",""
"WCAD","Structural data from agricultural censuses","380","Italy","60850","Number","270030","Holdings with land size 0-<1","1990","1990","No","997253","A","Official figure",""
